vol.	page	parva	adhy.	from v.	to v.	ipage	remarks
4	620	8	77	59	79	89a	
4	620	8	78	1	3	89a	
4	621	8	78	4	29	89b	
4	622	8	78	30	55	90a	
4	623	8	78	56	64	90b	
4	623	8	79	1	15	90b	
4	624	8	79	16	41	91a	
4	625	8	79	42	62	91b	
4	626	8	79	63	81	92a	
4	627	8	79	82	95	92b	
4	627	8	80	1	3	92b	
4	628	8	80	4	29	93a	
4	629	8	80	30	32	93b	
4	629	8	81	1	22	93b	
4	630	8	81	23	48	94a	
4	631	8	81	49	57	94b	
4	631	8	82	1	11	94b	
4	632	8	82	12	30	95a	
4	632x	8	---	---	---	95b	no scan
4	632y	8	---	---	---	96a	no scan
4	633	8	83	32	52	96b	
4	634	8	84	1	23	97a	
4	635	8	84	24	42	97b	
4	636	8	85	1	18	98a	
4	637	8	85	19	37	98b	
4	638	8	85	38	39	99a	
4	638	8	86	1	21	99a	
4	638x	8	---	---	---	99b	no scan
4	638y	8	---	---	---	100a	no scan
4	639	8	87	48	73	100b	
4	640	8	87	74	99	101a	
4	641	8	87	100	115	101b	
4	641	8	88	1	5	101b	
4	642	8	88	6	22	102a	
4	643	8	88	23	34	102b	
4	643	8	89	1	4	102b	
4	644	8	89	5	23	103a	
4	645	8	89	24	42	103b	
4	646	8	89	43	61	104a	
4	647	8	89	62	80	104b	
4	648	8	89	81	97	105a	
4	649	8	90	1	20	105b	
4	650	8	90	21	39	106a	
4	651	8	90	40	44	106b	
4	652	8	90	45	62	107a	
4	653	8	90	63	80	107b	
4	654	8	90	81	101	108a	
4	655	8	90	102	116	108b	
4	655	8	91	1	7	108b	
4	656	8	91	8	31	109a	
4	657	8	91	32	50	109b	
4	658	8	91	51	67	110a	
4	658	8	92	1	1	110a	
4	659	8	92	2	15	110b	
4	659	8	93	1	6	110b	
4	660	8	93	7	32	111a	
4	661	8	93	33	58	111b	
4	662	8	93	59	60	112a	
4	662	8	94	1	15	112a	
4	663	8	94	16	34	112b	
4	664	8	94	35	57	113a	
4	665	8	94	58	68	113b	
4	665	8	95	1	10	113b	
4	666	8	95	11	18	114a	
4	666	8	96	1	17	114a	
4	667	8	96	18	43	114b	
4	668	8	96	44	64	115a	
4	669	8	96	65	65	115b	
4	670	8	---	---	---	----	
4	671	8	---	---	---	----	
4	672	8	---	---	---	----	
4	673	8	---	---	---	----	
4	674	8	---	---	---	----	
4	675	9	---	---	---	0b	
4	676	9	1	1	20	1a	
4	677	9	1	21	45	1b	
4	678	9	1	46	55	2a	
4	678	9	2	1	11	2a	
4	679	9	2	12	36	2b	
4	680	9	2	37	61	3a	
4	681	9	2	62	70	3b	
4	681	9	3	1	14	3b	
4	682	9	3	15	39	4a	
4	683	9	3	40	61	4b	
4	683	9	4	1	1	4b	
4	684	9	4	2	25	5a	
4	685	9	4	26	49	5b	
4	686	9	4	50	51	6a	
4	686	9	5	1	21	6a	
4	687	9	5	22	47	6b	
4	688	9	5	48	52	7a	
4	688	9	6	1	16	7a	
4	689	9	6	17	30	7b	
4	689	9	7	1	8	7b	
4	690	9	7	9	33	8a	
4	691	9	7	34	46	8b	
4	691	9	8	1	11	8b	
4	692	9	8	12	36	9a	
4	693	9	8	37	45	9b	
4	693	9	9	1	15	9b	
4	694	9	9	16	41	10a	
4	695	9	9	42	47	10b	
4	695	9	10	1	18	10b	
4	696	9	10	19	44	11a	
4	697	9	10	45	68	11b	
4	698	9	11	1	24	12a	
4	699	9	11	25	50	12b	
4	700	9	11	51	63	13a	
4	700	9	12	1	9	13a	
4	701	9	12	10	36	13b	
4	702	9	12	37	62	14a	
4	703	9	12	63	63	14b	
4	703	9	13	1	21	14b	
4	704	9	13	22	45	15a	
4	705	9	13	46	48	15b	
4	705	9	14	1	20	15b	
4	706	9	14	21	46	16a	
4	707	9	14	47	48	16b	
4	707	9	15	1	22	16b	
4	708	9	15	23	43	17a	
4	708	9	16	1	3	17a	
4	709	9	16	4	28	17b	
4	710	9	16	29	53	18a	
4	711	9	16	54	68	18b	
4	711	9	17	1	8	18b	
4	712	9	17	9	27	19a	
4	713	9	17	28	45	19b	
4	714	9	17	46	66	20a	
4	715	9	17	67	90	20b	
4	716	9	17	91	91	21a	
4	716	9	18	1	22	21a	
4	717	9	18	23	40	21b	
4	717	9	19	1	5	21b	
4	718	9	19	6	30	22a	
4	719	9	19	31	56	22b	
4	720	9	19	57	69	23a	
4	720	9	20	1	8	23a	
4	721	9	20	9	26	23b	
4	722	9	20	27	27	24a	
4	722	9	21	1	22	24a	
4	723	9	21	23	37	24b	
4	723	9	22	1	10	24b	
4	724	9	22	11	36	25a	
4	725	9	22	37	49	25b	
4	725	9	23	1	11	25b	
4	726	9	23	12	37	26a	
4	727	9	23	38	63	26b	
4	728	9	23	64	88	27a	
4	729	9	23	89	92	27b	
4	729	9	24	1	20	27b	
4	730	9	24	21	45	28a	
4	731	9	24	46	66	28b	
4	731	9	25	1	1	28b	
4	732	9	25	2	26	29a	
4	733	9	25	27	52	29b	
4	734	9	25	53	63	30a	
4	734	9	26	1	14	30a	
4	735	9	26	15	40	30b	
4	736	9	26	41	42	31a	
4	736	9	27	1	22	31a	
4	737	9	27	23	48	31b	
4	738	9	27	49	57	32a	
4	738	9	28	1	15	32a	
4	739	9	28	16	41	32b	
4	740	9	28	42	65	33a	
4	741	9	28	66	68	33b	
4	741	9	29	1	20	33b	
4	742	9	29	21	46	34a	
4	743	9	29	47	71	34b	
4	744	9	29	72	96	35a	
4	745	9	29	97	105	35b	
4	746	9	30	1	24	1a	
4	747	9	30	25	50	1b	
4	748	9	30	51	68	2a	
4	748	9	31	1	5	2a	
4	749	9	31	6	27	2b	
4	750	9	31	28	48	3a	
4	751	9	31	49	72	3b	
4	752	9	31	73	73	4a	
4	752	9	32	1	21	4a	
4	753	9	32	22	46	4b	
4	754	9	32	47	70	5a	
4	755	9	32	71	71	5b	
4	755	9	33	1	22	5b	
4	756	9	33	23	48	6a	
4	757	9	33	49	58	6b	
4	757	9	34	1	7	6b	
4	758	9	34	8	22	7a	
4	758	9	35	1	9	7a	
4	759	9	35	10	33	7b	
4	760	9	35	34	55	8a	
4	761	9	35	56	80	8b	
4	762	9	35	81	90	9a	
4	762	9	36	1	13	9a	
4	763	9	36	14	39	9b	
4	764	9	36	40	54	10a	
4	764	9	37	1	8	10a	
4	765	9	37	9	33	10b	
4	766	9	37	34	57	11a	
4	767	9	37	58	66	11b	
4	767	9	38	1	15	11b	
4	768	9	38	16	37	12a	
4	769	9	38	38	59	12b	
4	770	9	39	1	26	13a	
4	771	9	39	27	38	13b	
4	771	9	40	1	11	13b	
4	772	9	40	12	33	14a	
4	772	9	41	1	1	14a	
4	773	9	41	2	24	14b	
4	774	9	41	25	40	15a	
4	774	9	42	1	7	15a	
4	775	9	42	8	33	15b	
4	776	9	42	34	41	16a	
4	776	9	43	1	15	16a	
4	777	9	43	16	40	16b	
4	778	9	43	41	49	17a	
4	778	9	44	1	13	17a	
4	779	9	44	14	38	17b	
4	780	9	44	39	53	18a	
4	780	9	45	1	9	18a	
4	781	9	45	10	33	18b	
4	782	9	45	34	59	19a	
4	783	9	45	60	85	19b	
4	784	9	45	86	110	20a	
4	785	9	45	111	115	20b	
4	785	9	46	1	17	20b	
4	786	9	46	18	42	21a	
4	787	9	46	43	68	21b	
4	788	9	46	69	94	22a	
4	789	9	46	95	108	22b	
4	789	9	47	1	8	22b	
4	790	9	47	9	32	23a	
4	791	9	47	33	33	23b	
4	791	9	48	1	23	23b	
4	792	9	48	24	48	24a	
4	793	9	48	49	68	24b	
4	793	9	49	1	2	24b	
4	794	9	49	3	24	25a	
4	794	9	50	1	1	25a	
4	795	9	50	2	27	25b	
4	796	9	50	28	52	26a	
4	797	9	50	53	69	26b	
4	797	9	51	1	3	26b	
4	798	9	51	4	29	27a	
4	799	9	51	30	52	27b	
4	800	9	51	53	53	28a	
4	800	9	52	1	21	28a	
4	801	9	52	22	29	28b	
4	801	9	53	1	14	28b	
4	802	9	53	15	26	29a	
4	802	9	54	1	10	29a	
4	803	9	54	11	36	29b	
4	804	9	54	37	41	30a	
4	804	9	55	1	16	30a	
4	805	9	55	17	39	30b	
4	806	9	55	40	51	31a	
4	806	9	56	1	11	31a	
4	807	9	56	12	37	31b	
4	808	9	56	38	46	32a	
4	808	9	57	1	15	32a	
4	809	9	57	16	36	32b	
4	810	9	57	37	61	33a	
4	811	9	57	62	70	33b	
4	811	9	58	1	11	33b	
4	812	9	58	12	38	34a	
4	813	9	58	39	63	34b	
4	814	9	59	1	24	35a	
4	815	9	59	25	31	35b	
4	815	9	60	1	15	35b	
4	816	9	60	16	35	36a	
4	817	9	60	36	48	36b	
4	817	9	61	1	11	36b	
4	818	9	61	12	37	37a	
4	819	9	61	38	62	37b	
4	820	9	61	63	71	38a	
4	820	9	62	1	15	38a	
4	821	9	62	16	41	38b	
4	822	9	62	42	46	39a	
4	822	9	63	1	20	39a	
4	823	9	63	21	45	39b	
4	824	9	63	46	71	40a	
4	825	9	63	72	78	40b	
4	825	9	64	1	15	40b	
4	826	9	64	16	40	41a	
4	827	9	64	41	43	41b	
4	827	9	65	1	20	41b	
4	828	9	65	21	45	42a	
4	829	9	65	46	46	42b	
4	830	9	---	---	---	---	
4	831	9	---	---	---	---	
4	832	9	---	---	---	---	
4	833	9	---	---	---	---	
4	834	9	---	---	---	---	
4	835	9	---	---	---	---	
4	836	9	---	---	---	---	
4	837	9	---	---	---	---	parvan ends
