=======================================================
cvc  headwords (consonant-vowel-consonant
format: bbline\tmetaline
358: YES these are root entries; add √ markup before ¦
     251 of these in the pwkvn section
155: NO  these are not root entries (at end of this file)
=======================================================
YES *{#kap#}¦ <ab>v. l.</ab> für {#krap#}.	<L>24149<pc>2-014-a<k1>kap<k2>*kap
YES <hom>7.</hom> {#vas#}¦ (nur {#vasizva#}, {#°vAvase#} und {#vAvasAna/#}) {%den Angriff%} oder {%Lauf richten gegen, losstürmen auf%}. {#rAya/s#} so <ab>v. a.</ab> {%dem Erwerb nachjagen%}.	<L>99304<pc>6-044-b<k1>vas<k2>7. vas
YES <hom>1.</hom> {#vAs#}¦, nur {#nivAsate#} etwa {%hält Stand%} <ls>ṚV. 10,37,3</ls>.	<L>101322<pc>6-072-b<k1>vAs<k2>1. vAs
YES <hom>2.</hom> {#vAs#}¦ fehlerhaft für {#vAS#}.	<L>101323<pc>6-072-b<k1>vAs<k2>2. vAs
YES <hom>2.</hom> {#vic#}¦ <ab>s.</ab> {#vyac#}.	<L>101972<pc>6-082-b<k1>vic<k2>2. vic
YES *{#vin#}¦ nimmt <ls>MAHĪDH.</ls> <ab>st.</ab> {#ven#} an.	<L>103005<pc>6-098-b<k1>vin<k2>*vin
YES {#vUs#}¦(!), {#vUsyet#} angeblich = {#pfTakkuryAt#} <ls>PRIY. 37,2</ls>.	<L>106221<pc>6-146-c<k1>vUs<k2>vUs
YES {#veD#}¦ (= {#vyaT#}), {#veDate#} <ls>LALIT. 449,11,59,2</ls> ({#aveData#} zu lesen).	<L>107289<pc>6-160-c<k1>veD<k2>veD
YES {#vep#}¦ <ab>s.</ab> <hom>1.</hom> {#vip#}.	<L>107310<pc>6-161-b<k1>vep<k2>vep
YES <hom>1.</hom> {#Sak#}¦	<L>109210<pc>6-191-a<k1>Sak<k2>1. Sak
YES <hom>1.</hom> {#Sad#}¦ (zu belegen nur <ab>Intens.</ab> {#SASadu/s#}, {#SASadmahe#}, {#SASadre#} und {#SuSadAna#}) {%sich auszeichnen, — hervorthun; [Page6-203-b] die Oberhand behalten, triumphiren%} <lex>n.</lex>	<L>110105<pc>6-203-a<k1>Sad<k2>1. Sad
YES <hom>4.</hom> {#Sar#}¦ <ab>s.</ab> <hom>2.</hom> {#Sir#}.	<L>110499<pc>6-209-c<k1>Sar<k2>4. Sar
YES <hom>2.</hom> {#Sir#}¦ (oder {#Sar#}) = <hom>2.</hom> {#SrI#} {%mengen, mischen%}.	<L>112319<pc>6-233-c<k1>Sir<k2>2. Sir
YES {#Suj#}¦ nur in der Form {#SU/SujAna#} etwa {%sich spreizend%}.	<L>113407<pc>6-248-c<k1>Suj<k2>Suj
YES <hom>1.</hom> {#sac#}¦	<L>117739<pc>7-021-b<k1>sac<k2>1. sac
YES <hom>3.</hom> {#sac#}¦ = {#saYj#}.	<L>117741<pc>7-021-b<k1>sac<k2>3. sac
YES {#saj#}¦ <ab>s.</ab> {#saYj#}.	<L>117814<pc>7-022-b<k1>saj<k2>saj
YES <hom>3.</hom> {#sap#}¦ nur {#sApa/yant#} etwa {%futuens%}.	<L>119268<pc>7-046-b<k1>sap<k2>3. sap
YES {#saB#}¦ = <hom>1.</hom> {#sah#}; <ab>vgl.</ab> {#prasaBam#}.	<L>119710<pc>7-051-c<k1>saB<k2>saB
YES *{#sAt#}¦	<L>123640<pc>7-110-b<k1>sAt<k2>*sAt
YES {#sId#}¦ <ab>s.</ab> <hom>1.</hom> {#sad#}.	<L>125522<pc>7-137-a<k1>sId<k2>sId
YES {#sIv#}¦ <ab>s.</ab> {#siv#}.	<L>125592<pc>7-137-c<k1>sIv<k2>sIv
YES {#sud#}¦ = <hom>1.</hom> {#svad#} in {#saMsu/de#}.	<L>126280<pc>7-146-b<k1>sud<k2>sud
YES {#suB#}¦	<L>127040<pc>7-156-b<k1>suB<k2>suB
YES {#sul#}¦ mit {#pra#} {%hineinstossen%}. Nur {#pra/#} {#sulAmi#} mit der <ab>v. l.</ab> {#pra/#} {#tilAmi#}.	<L>127738<pc>7-165-a<k1>sul<k2>sul
YES {#sUc#}¦ <ab>s.</ab> {#sUcay#}.	<L>128625<pc>7-176-b<k1>sUc<k2>sUc
YES {#hiq#}¦ <ab>s.</ab> {#hIq#}.	<L>134590<pc>7-273-c<k1>hiq<k2>hiq
YES {#hun#}¦ = <hom>1.</hom> {#hu#} {%opfern%}. Nur {#hunet#} <ls>PAÑCAR. 3,14,3. 28. 44. 46. 53. 60. 62. 71. 72. 79. 15,74</ls>. <ls>HEMĀDRI 1,325,10</ls>.	<L>135027<pc>7-279-b<k1>hun<k2>hun
YES <hom>1.</hom> {#kar#}¦ mit {#pratyapa#} {%sich rächen an%} (<ab>Gen.</ab>) <ls>DAŚAK. (1925) 2,75,3</ls>. — Mit {#ud#} 1〉 lies <ls>MAITR. S. 1,5,13</ls>.<info n="sup_2"/>	<L>202923<pc>2-297-b<k1>kar<k2>1. kar
YES {#kAS#}¦ mit {#nis#} <ab>Caus.</ab> {%hinausschaffen%} <ls><ab>Comm.</ab> zu KĀTY. ŚR. 2,6,11</ls>.<info n="sup_2"/>	<L>203009<pc>2-298-b<k1>kAS<k2>kAS
YES {#kuz#}¦ mit {#anu#} wohl {%entlang streichen%}.<info n="sup_2"/>	<L>203051<pc>2-298-c<k1>kuz<k2>kuz
YES <hom>2.</hom> {#kUq#}¦, {#kUqayati#} <ls>KAP. S. 4,2</ls>. — Mit {#ni#} ({#°kUqya#}) {%anbrennen%} <ls>ĀPAST. ŚR. 7,19,8</ls>.<info n="sup_2"/>	<L>203058<pc>2-298-c<k1>kUq<k2>2. kUq
YES {#kUR#}¦ mit {#ni#}, {#°kURita#} {%geschlossen%} (Auge) <ls>DEŚĪN. 1,88</ls>. — Mit {#vi, °kURita#} {%zugehalten%} (Nase) <ls>HEM. PAR. 8,80</ls>.<info n="sup_2"/>	<L>203059<pc>2-298-c<k1>kUR<k2>kUR
YES <hom>6.</hom> {#gar#}¦ = {#jar#}. {#jAgAra#} {%wurde alt%} <ls>AV. 5,19,10</ls>.<info n="sup_2"/>	<L>203146<pc>2-300-a<k1>gar<k2>6. gar
YES <hom>1.</hom> {#Gar#}¦ mit {#aByA#} in {#punaraByAGAram#}.<info n="sup_2"/>	<L>203185<pc>2-300-b<k1>Gar<k2>1. Gar
YES {#car#}¦ mit {#anupari#} in {#°cAram#}.<info n="sup_2"/>	<L>203206<pc>2-300-c<k1>car<k2>car
YES {#jan#}¦ 1〉 {#jaja/nat#} <ls>MAITR. S. 1,3,20</ls>. <ls n="MAITR. S. 1,">9,1</ls> (<ls>KĀṬH. 9,8</ls>).<info n="sup_2"/>	<L>203233<pc>2-301-b<k1>jan<k2>jan
YES <hom>1.</hom> {#kar#}¦ mit {#aByA#} in {#punaraByAkAram#}. — Mit {#pravi#} (metrisch <ab>st.</ab> {#vipra#}), {#°kfta#} <lex>n.</lex> <ab>impers.</ab> {%gesündigt%} <ls>MAHĀVĪRAC. 80,11</ls>.<info n="sup_3"/>	<L>204383<pc>3-259-a<k1>kar<k2>1. kar
YES {#kas#}¦ mit {#nis#}, {#nizkAsita#} ausser {%hinausgejagt%} nach <ls>MED.</ls> auch = {#Ahita#} und {#aDikfta#}.<info n="sup_3"/>	<L>204419<pc>3-259-b<k1>kas<k2>kas
YES {#kAS#}¦ mit {#nis#} <ab>Caus.</ab> (<ls>Nachtr. 2</ls>) auch <ls><ab>Comm.</ab> zu KĀTY. ŚR. 2,4,17</ls>.<info n="sup_3"/>	<L>204442<pc>3-259-c<k1>kAS<k2>kAS
YES {#kuw#}¦ mit {#ni#} <ab>s.</ab> {#nikuwwana#}.<info n="sup_3"/>	<L>204459<pc>3-259-c<k1>kuw<k2>kuw
YES <hom>1.</hom> {#kup#}¦ mit {#ud#} <ab>Caus.</ab> {%erregen, bewirken%} (Kopfschmerz) <ls>MAHĀVĪRAC. 36,1</ls>.<info n="sup_3"/>	<L>204464<pc>3-259-c<k1>kup<k2>1. kup
YES {#gam#}¦ mit {#aByud#} 1〉 {#aByudgata#} {%aufgegangen%} (Sonne) <ls>VAJRACCH. 32,17</ls>.<info n="sup_3"/>	<L>204564<pc>3-261-a<k1>gam<k2>gam
YES <hom>1.</hom> {#gal#}¦ mit {#vinis#} {%hervorbrechen%} <ls>PR. P. 108</ls>.<info n="sup_3"/>	<L>204571<pc>3-261-a<k1>gal<k2>1. gal
YES {#Gaw#}¦ mit {#pravi#}, {#°Gawita#} {%abgehauen%} <ls>MAHĀVĪRAC. 26,12</ls>. <ls n="MAHĀVĪRAC.">37,13</ls>. — <ab>Caus.</ab> {%auseinander sprengen%} <ls>KIR. 2,46</ls>.<info n="sup_3"/>	<L>204613<pc>3-261-b<k1>Gaw<k2>Gaw
YES {#Guz#}¦ mit {#ud#} 3〉 {#udGuzyamARa#} <ls>VṚṢABH. 259,a,38</ls>.<info n="sup_3"/>	<L>204621<pc>3-261-b<k1>Guz<k2>Guz
YES {#jan#}¦ mit {#nis#}, {#nirjAta#} {%entstanden aus%} (<ab>Abl.</ab>) <ls>VAJRACCH. 25,4</ls>. <ls n="VAJRACCH. 25,">6</ls>. — Mit {#pratyA#} <ls>KAUṢ. UP. 1,2</ls>.<info n="sup_3"/>	<L>204686<pc>3-262-a<k1>jan<k2>jan
YES {#Jaw#}¦ mit {#nis#}, {#nirJAwita#} {%geborsten%} <ls>DEŚĪN. 6,27</ls>.<info n="sup_3"/>	<L>204724<pc>3-262-c<k1>Jaw<k2>Jaw
YES {#tap#}¦ mit {#aBi#} <ab>Caus.</ab> auch {%ein wenig erwärmen%} <ls>MĀN. ŚR. 1,6,1</ls>.<info n="sup_3"/>	<L>204754<pc>3-263-a<k1>tap<k2>tap
YES {#tar#}¦ mit {#vyud#} <ab>Caus.</ab> {%hierhin und dorthin ausgiessen%} <ls>MĀN. ŚR. 4,3</ls>.<info n="sup_3"/>	<L>204758<pc>3-263-a<k1>tar<k2>tar
YES <hom>1.</hom> {#diS#}¦ mit {#samA#} Z. 3, lies <ls>231,16</ls>.<info n="sup_3"/>	<L>204847<pc>3-263-c<k1>diS<k2>1. diS
YES <hom>1.</hom> {#Dar#}¦ mit {#upa#} am Ende. <ls>ĀŚV. ŚR. 9,11,1</ls> vielleicht [Page3-264-c] {%Stand halten, am Orte verbleiben%}.<info n="sup_3"/>	<L>204909<pc>3-264-b<k1>Dar<k2>1. Dar
YES <hom>2.</hom> {#kal#}¦ 9〉b〉 {#kalitacaraRa#} <lex>Adj.</lex> {%dessen Bein gebrochen ist%} <ls>PAÑCAT. ed. Bomb. 1,6,12</ls>.<info n="sup_4"/>	<L>205524<pc>4-297-c<k1>kal<k2>2. kal
YES <hom>1.</hom> {#gad#}¦ mit {#pari#} {%beschreiben%} <ls>BHĀM. V. 2,75</ls>.<info n="sup_4"/>	<L>205588<pc>4-298-b<k1>gad<k2>1. gad
YES <hom>2.</hom> {#gar#}¦ mit {#prod#} in {#°prodgArin#}. — Mit {#vini#} {%verschlingen%} <ls>BHĀM. V. 2,118</ls>.<info n="sup_4"/>	<L>205593<pc>4-298-b<k1>gar<k2>2. gar
YES {#gAh#}¦ mit {#pari#}, {#°gAQam#} <lex>Adv.</lex> {%in hohem Grade, mit aller Macht%} <ls>Z. d. d. m. G. 36,535</ls>. — Mit {#pra, pragAQa#} 1〉 {%eingetaucht, eingeweicht, getränkt —, stark vermischt mit%} (im <ab>Comp.</ab> vorangehend). — 2〉 {%viel, vielfach%}. {#°m#} <lex>Adv.</lex> {%stark, kräftig, nachdrücklich, [Page4-298-c] in gehörigem Maasse%}. — 3〉 {%reich an%} (im <ab>Comp.</ab> vorangehend). — 4〉 {%vorgerückt, spät%} (Abendstunde) <ls>DAŚAK. 89,3</ls>. — 5〉 {%*schlimm, arg%}.<info n="sup_4"/>	<L>205596<pc>4-298-b<k1>gAh<k2>gAh
YES {#Cid#}¦ mit {#vipra#} {%trennen%} <ls>ĀPAST. ŚR. 10,15,12</ls>. <ls n="ĀPAST. ŚR. 10,">19,14</ls>.<info n="sup_4"/>	<L>205647<pc>4-299-a<k1>Cid<k2>Cid
YES {#jan#}¦ mit {#pra#}, {#prajAta#} {%qui semen immisit%} <ls>KĀTY. ŚR. 20,3,20</ls>. — Mit {#parivi#} {%in der Fortpflanzung übertreffen,%} mit <ab>Acc.</ab> <ls>MAITR. S. 2,5,1 (46,15)</ls>.<info n="sup_4"/>	<L>205652<pc>4-299-b<k1>jan<k2>jan
YES <hom>1.</hom> {#tan#}¦ mit {#pra#}, {#pratatam#} <lex>Adv.</lex> {%anhaltend, ununterbrochen%} <ls>SUŚR. 2,145,7</ls>.<info n="sup_4"/>	<L>205681<pc>4-299-c<k1>tan<k2>1. tan
YES {#dIp#}¦ mit {#pra#}, {#pra/dIptatara#} {%heller flammend%} <ls>ŚAT. BR. 2,3,2,10</ls>. {#pradIptatama#} {%am hellsten flammend%} <ls>KĀTY. ŚR. 4,15,18</ls>.<info n="sup_4"/>	<L>205733<pc>4-300-b<k1>dIp<k2>dIp
YES <hom>2.</hom> {#duz#}¦ mit {#apa#} <ab>Caus.</ab> in {#anapadozya/#} (<ab>s.</ab> oben).<info n="sup_4"/>	<L>205740<pc>4-300-b<k1>duz<k2>2. duz
YES <hom>1.</hom> {#pad#}¦ mit {#ati#} 3〉 {%unterbleiben%} <ls>MAITR. S. 2,1,10 (11,13. 14)</ls>. — <ab>Caus.</ab> auch so <ab>v. a.</ab> {%versäumen, unterlassen%} <ls>MAITR. S. 2,1,10 (11,17)</ls>. <ab>v. l.</ab> {#api#}. — Mit {#pratyA, °panna#} auch {%zurückgekehrt vom Bösen, bekehrt, der sein Unrecht eingesehen hat%} <ls>MBH. 12,291,8</ls>.<info n="sup_4"/>	<L>205850<pc>4-301-b<k1>pad<k2>1. pad
YES <hom>1.</hom> {#par#}¦ Z. 13, lies a〉 <ab>st.</ab> 1〉. — Mit {#vyA#} ({#°piparti#}) {%vergehen, verschwinden%} <ls>VIKRAMĀṄKAC. 4,44</ls>.<info n="sup_4"/>	<L>205855<pc>4-301-c<k1>par<k2>1. par
YES <hom>2.</hom> {#par#}¦ mit {#vi#} {%mehr sein als%} (<ab>Acc.</ab>) <ls>ṚV. 10,73,8</ls>.<info n="sup_4"/>	<L>205856<pc>4-301-c<k1>par<k2>2. par
